ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	castingStat	choices	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
751ac56	a43231c	827430cd87c16ebb3a124d3803a439fd	32ada1cd	Mountain Dwarf	Entertainer	2018-12-30T00:41:21Z	Rogue 6	Rogue	Assassin	6		45	14	12	16	14	8	14	14		Acrobatics|Sleight of Hand|Stealth|Insight|Deception|Performance	Rapier|Shortbow|Dagger		Int	expertise/Stealth*Performance*Sleight of Hand*Acrobatics	NA	NA		NA	NA	Dwarf		Rapier|Shortbow|Dagger	4-7	priceless_brahmagupta
751ac56	a43231c	e6f4ad45a2a33146fa3c49e955f7068c	54e1ab9e	Mountain Dwarf	Entertainer	2018-12-30T00:40:44Z	Bard 6	Bard	College of Valor	6		45	13	12	14	14	8	14	16		Acrobatics|Deception|Intimidation|Performance|Persuasion	Rapier|Dagger		Cha	expertise/Persuasion*Performance	NA	NA		NA	NA	Dwarf		Rapier|Dagger	4-7	fervent_ride
751ac56	a43231c	c4e4c7602f1c709637f9d65f4afae7e7	9d1c5af5	Mountain Dwarf	Entertainer	2018-12-30T00:39:05Z	Barbarian 6	Barbarian	Path of the Berserker	6		65	15	18	14	16	8	10	12		Athletics|Acrobatics|Intimidation|Performance	Greataxe|Handaxe|Javelin		Int		NA	NA		NA	NA	Dwarf		Greataxe|Handaxe|Javelin	4-7	happy_hofstadter
5a98509	cfaa6ff	f3578922c7ac42813a6f87e31d8c6e1d	572cfb62	Human	Entertainer	2018-12-29T22:27:15Z	Warlock 8	Warlock	The Archfey	8	Spell Sniper	59	15	10	14	14	8	12	20	CN	Acrobatics|Perception|Deception|Performance|Persuasion	Shillelagh|Dagger|Light Crossbow|Eldritch Blast	Eldritch Blast*0|Minor Illusion*0|Shape Earth (T)*0|Thaumaturgy (T)*0|Message (T)*0|Friends*0|Hex*1|Sleep*1|Charm Person*1|Comprehend Languages (R)*1|Find Familiar (R)*1|Mirror Image*2|Hold Person*2|Major Image*3|Hypnotic Pattern*3|Greater Invisibility*4|Dominate Beast*4	Cha	eldritch invocations/Agonizing Blast*Book of Ancient Secrets*Devil's Sight*Sculptor of Flesh	NA	NA	CN	NA	NA	Human	Eldritch Blast*0|Minor Illusion*0|Shape Water*0|Thaumaturgy*0|Message*0|Friends*0|Hex*1|Sleep*1|Charm Person*1|Comprehend Languages*1|Find Familiar*1|Mirror Image*2|Hold Person*2|Major Image*3|Hypnotic Pattern*3|Greater Invisibility*4|Dominate Beast*4	|Dagger||	8-11	cranky_ride
5a98509	cfaa6ff	1e481e3d85ff969b4f15953e773139a4	c610ac91	Mountain Dwarf	Custom	2018-12-29T22:26:42Z	Wizard 8	Wizard	School of Divination	8		58	16	12	14	16	18	12	8	LG	Arcana|History|Investigation|Perception	Battleaxe|Battleaxe (2h)|Ray of Frost	Mage Hand*0|Mending*0|Prestidigitation*0|Acid Splash*0|Comprehend Languages*1|Find Familiar*1|Detect Magic*1|Burning Hands*1|Shield*1|Feather Fall*1|Identify*1|Sleep*1|Blur*2|Detect Thoughts*2|Hold Person*2|Magic Weapon*2|Dispel Magic*3|Phantom Steed*3|Leomund's Tiny Hut*3|Lightning Bolt*3|Ice Storm*4|Arcane Eye*4|Greater Invisibility*4|X*4	Int		NA	NA	LG	NA	NA	Dwarf	Mage Hand*0|Mending*0|Prestidigitation*0|Acid Splash*0|Comprehend Languages*1|Find Familiar*1|Detect Magic*1|Burning Hands*1|Shield*1|Feather Fall*1|Identify*1|Sleep*1|Blur*2|Detect Thoughts*2|Hold Person*2|Magic Weapon*2|Dispel Magic*3|Phantom Steed*3|Leomund's Tiny Hut*3|Lightning Bolt*3|Ice Storm*4|Arcane Eye*4|Greater Invisibility*4|*	Battleaxe|Battleaxe|	8-11	elated_minsky
	578b726	3d490796e08b0e12e91a6da91ee181af	91616f28	Human	Hermit	2018-12-29T21:29:40Z	Sorcerer 1	Sorcerer	Shadow Magic	1	Magic Initiate	9	13	12	16	17	12	12	18		Arcana|Religion|Insight|Medicine|Persuasion	Dagger		Cha		Canada	CA		NA	NA	Human		Dagger	1-3	cocky_williamson
946a83d	6f449f2	b84003de7c7a959148b63ad5a356d947	1a443a29	Lightfoot Halfling	Charlatan	2018-12-29T19:42:31Z	Rogue 4	Rogue	Swashbuckler	4	Crossbow Expert	28	14	12	16	13	14	9	14		Sleight of Hand|Stealth|Investigation|Deception|Intimidation|Performance	Rapier|Shortbow|Dagger		Int	expertise/Performance*Investigation	NA	NA		NA	NA	Halfling		Rapier|Shortbow|Dagger	4-7	frosty_darwin
fb45646	82a92dc	ca48845728a63bf753617e2792a8f447	32a865fd	Minotaur	Barbarian Tribe Member	2018-12-29T18:13:15Z	Paladin 9	Paladin	Oath of Devotion	9	Sentinel	115	18	20	12	18	10	14	20		Athletics|Insight|Survival|Intimidation|Persuasion	Battleaxe	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3	Cha	fighting style/Protection	NA	NA		NA	NA	Minotaur	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3	Battleaxe	8-11	admiring_ishizaka
038b50f	81a8000	f9463ac60912382c71981ce25a7bd65f	fb360b2b	Human	Criminal	2018-12-29T17:32:18Z	Bard 1	Bard		1		8	12	11	13	11	17	13	18	N/B	Stealth|Animal Handling|Insight|Deception|Persuasion			Cha		NA	NA	NG	NA	NA	Human			1-3	confident_kapitsa
038b50f	81a8000	8f9a28010677a53aac01a284286d3de8	fb360b2b	Human	Criminal	2018-12-29T17:32:14Z	Bard 1	Bard		1		8	12	11	13	11	17	13	18	N/B	Stealth|Animal Handling|Insight|Deception|Persuasion	Rapier|Dagger		Cha		NA	NA	NG	NA	NA	Human		Rapier|Dagger	1-3	confident_kapitsa
1f06410		fe8ca297da2ab029b16b7563acc7d5a7	d836dfb8	Centaur	Outlander	2018-12-29T14:33:18Z	Barbarian 3	Barbarian	Path of the Storm Herald	3		29	13	17	14	12	8	14	10		Athletics|Nature|Animal Handling|Perception|Survival	Longsword|Handaxe|Javelin		Int		NA	NA		NA	NA	Centaur		Longsword|Handaxe|Javelin	1-3	brave_shockley
268efed	e86e81e	74c2ebea75ecb9d2b1b2bbba1f18555e	a0c55bf8	Tiefling	Urchin	2018-12-29T11:11:45Z	Rogue 3|Warlock 1	Rogue|Warlock	Inquisitive|Raven Queen	4		28	13	9	15	10	14	10	13		Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception	Rapier|Shortbow|Dagger		Int	expertise/Stealth*Investigation	NA	NA		NA	NA	Tiefling		Rapier|Shortbow|Dagger	4-7	frosty_banach
9bef1e5		17339ce7153e470ba82e11e15c73cb65	d892dd8d	Half-Elf	Charlatan	2018-12-29T09:51:40Z	Warlock 1	Warlock	The Archfey	1		9	13	8	14	12	15	10	17	chaotic neutral	Sleight of Hand|Arcana|Nature|Deception	Crossbow, light|Dagger|Handaxe	Acid Splash*0|Thuderclap*0|Faerie Fire*1|Witchbolt*1	Cha		Canada	CA	CN	NA	NA	Half-Elf	Acid Splash*0|Thunderclap*0|Faerie Fire*1|Witch Bolt*1	Crossbow, Light|Dagger|Handaxe	1-3	adoring_varahamihira
066f3e1	6f449f2	d76fd6040bc5c42645d7114e959dfc06	ff6f9cac	Mountain Dwarf	Soldier	2018-12-29T05:32:42Z	Fighter 3	Fighter	Battle Master	3		31	16	17	12	17	8	13	8		Athletics|Perception|Survival|Intimidation	Battleaxe|Warhammer|Handaxe		Int	fighting style/Dueling|combat superiority maneuvers/Trip Attack*Riposte*Precision Attack	NA	NA		NA	NA	Dwarf		Battleaxe|Warhammer|Handaxe	1-3	confident_shirley
079cc2f	82268d2	87d403f2e644044f576d9e7e14b9f03f	d217d0da	Dragonborn	Sage	2018-12-29T04:09:07Z	Warlock 1	Warlock	The Great Old One	1		10	12	10	12	14	14	8	16	chaotic neutral	Arcana|History|Religion|Deception	Crossbow, light|Dagger|Quarterstaff	Eldritch Blast*0|Create Bonfire*0|Arms of Hadar*1|Dissonant Wispers*1|Tasha's Hideous Laughter*1|Witch Bolt*1	Cha		NA	NA	CN	NA	NA	Dragonborn	Eldritch Blast*0|Create Bonfire*0|Arms of Hadar*1|Dissonant Whispers*1|Tasha's Hideous Laughter*1|Witch Bolt*1	Crossbow, Light|Dagger|Quarterstaff	1-3	xenodochial_murdock
079cc2f	82268d2	dea7aafdee1b452fa6f074ab7045ff43	c01c4bd0	Human	Inheritor	2018-12-29T04:02:31Z	Fighter 5	Fighter	Battle Master	5		44	16	18	13	14	15	11	9		History|Insight|Survival|Intimidation	Battleaxe|Crossbow, light|Greenhilt Greatsword		Int	fighting style/Great Weapon Fighting|combat superiority maneuvers/Sweeping Attack*Riposte*Distracting Strike	NA	NA		NA	NA	Human		Battleaxe|Crossbow, Light|Greatsword	4-7	blissful_visvesvaraya
82e8d4c	14c21b6	e61336dad497fe501064e01bd28b043a	c85db099	Variant	Custom	2018-12-29T03:56:17Z	Paladin 7|Warlock 1	Paladin|Warlock	Oath of Redemption|The Hexblade	8	Mounted Combatant	90	21	16	15	18	11	13	20		Athletics|Acrobatics|Religion|Insight|Perception|Intimidation	Longsword|Javelin|Lance|Longbow	Booming Blade*0|Sanctuary*1|Sleep*1|Shield*1|Wrathful Smite*1|Calm Emotions*2|Hold Person*2	Cha	fighting style/Protection	NA	NA		NA	NA	Half-Elf	Booming Blade*0|Sanctuary*1|Sleep*1|Shield*1|Wrathful Smite*1|Calm Emotions*2|Hold Person*2	Longsword|Javelin|Lance|Longbow	8-11	thirsty_solomon
079cc2f	82268d2	6a6bcdb50eaf94f448eb29d4962f506e	9248a12d	Lightfoot Halfling	Outlander	2018-12-29T03:34:15Z	Druid 5	Druid	Circle of the Shepherd	5		38	15	8	16	14	10	16	13		Athletics|Nature|Animal Handling|Survival	Spear|Scimitar		Wis		NA	NA		NA	NA	Halfling		Spear|Scimitar	4-7	unruffled_lamarr
066f3e1	6f449f2	340911c741c5331f59a23fc8447b2710	999cfed4	Variant	Entertainer	2018-12-29T03:31:30Z	Sorcerer 4|Bard 2	Sorcerer|Bard	Storm Sorcery|	6		40	13	11	16	14	11	13	20		Acrobatics|Arcana|Perception|Deception|Intimidation|Performance|Persuasion	Crossbow, light|Dagger	Minor Illusion *0|Mage Hand*0|Fire Bolt*0|Shocking Grasp*0|Vicious Mockery*0|Friends*0|Shield *1|Sleep *1|Bane*1|Dissonant Whispers *1|Faerie Fire*1|Thunderwave*1|Disguise Self*1|Mirror Image*2|Enhance Ability*2|Maximillian's Earthen Grasp*2	Cha	metamagic/Twinned Spell*Quickened Spell	NA	NA		NA	NA	Half-Elf	Minor Illusion*0|Mage Hand*0|Fire Bolt*0|Shocking Grasp*0|Vicious Mockery*0|Friends*0|Shield*1|Sleep*1|Bane*1|Dissonant Whispers*1|Faerie Fire*1|Thunderwave*1|Disguise Self*1|Mirror Image*2|Enhance Ability*2|Maximilian's Earthen Grasp*2	Crossbow, Light|Dagger	4-7	goofy_turing
079cc2f	82268d2	d41e143fb41014dfcdcb3531f649e4ad	5d872ea2	Dragonborn	Far Traveler	2018-12-29T03:19:33Z	Bard 5	Bard	College of Valor	5		38	15	17	12	14	10	8	16		Athletics|History|Insight|Perception|Performance	Dagger|Greatsword		Cha	expertise/Performance*History	NA	NA		NA	NA	Dragonborn		Dagger|Greatsword	4-7	focused_feynman
079cc2f	82268d2	adf12de76746bddb121023c8e1b73fef	80616d9c	Human	Folk Hero	2018-12-29T02:59:47Z	Cleric 5	Cleric	Life Domain	5		38	17	15	13	14	11	18	9		Religion|Animal Handling|Medicine|Survival	Mace|Crossbow, light	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3	Wis		NA	NA		NA	NA	Human	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3	Mace|Crossbow, Light	4-7	nostalgic_robinson
079cc2f	82268d2	281319e25db80203a4461438334a3d91	afb30270	Human	Mercenary Veteran	2018-12-29T02:42:49Z	Barbarian 5	Barbarian	Path of the Totem Warrior	5		60	16	15	14	18	13	11	9		Athletics|Perception|Survival|Persuasion	Greataxe|Handaxe|Javelin		Int		NA	NA		NA	NA	Human		Greataxe|Handaxe|Javelin	4-7	flamboyant_bhaskara
079cc2f	82268d2	11b46f1ea41297be7fc2d8b21fe8cbf9	51a50698	Tiefling	Urchin	2018-12-29T02:15:32Z	Sorcerer 5	Sorcerer	Wild Magic	5		27	12	8	14	12	14	10	19		Sleight of Hand|Stealth|Arcana|Deception	Crossbow, light|Dagger		Cha	metamagic/Subtle Spell*Empowered Spell	NA	NA		NA	NA	Tiefling		Crossbow, Light|Dagger	4-7	practical_raman
079cc2f	82268d2	b3d3f11e2bca9fe768dd4d8d6e88e4b8	b0bf02f7	High Elf	Knight	2018-12-29T02:09:21Z	Paladin 5	Paladin	Oath of Devotion	5		44	18	16	14	14	9	10	14		History|Religion|Perception|Intimidation|Persuasion	Battleaxe|Javelin	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2	Cha	fighting style/Protection	NA	NA		NA	NA	Elf	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2	Battleaxe|Javelin	4-7	relaxed_einstein
079cc2f	82268d2	a332750cb0780a13e2f51492844e6598	30992d43	Serpentblood	Urban Bounty Hunter	2018-12-29T02:01:51Z	Rogue 5	Rogue	Mastermind	5		33	14	8	16	13	16	10	14		Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Persuasion*Insight	NA	NA		NA	NA	Yaun-Ti		Rapier|Shortbow|Dagger	4-7	determined_ellis
079cc2f	82268d2	6244708e1c8ddbe829361acc41245365	1fa96344	Mountain Dwarf	Soldier	2018-12-29T01:09:04Z	Cleric 4	Cleric	Life Domain	4		35	19	16	10	16	8	16	12	neutral good	Athletics|Insight|Intimidation|Persuasion	Warhammer|Crossbow, light	"Guidance*0|Spare The Dying*0|Light*0|Bless*1|Cure Wounds*1|Shield Of Faith*1|Guiding Bolt

*1|Healing Word*1|Lesser Restoration*2|Spiritual Weapon*2|Hold Person*2|Prayer Of Healing*2|Silence*2|Warding Bond*2"	Wis		NA	NA	NG	NA	NA	Dwarf	Guidance*0|Spare the Dying*0|Light*0|Bless*1|Cure Wounds*1|Shield of Faith*1|Guiding Bolt*1|Healing Word*1|Lesser Restoration*2|Spiritual Weapon*2|Hold Person*2|Prayer of Healing*2|Silence*2|Warding Bond*2	Warhammer|Crossbow, Light	4-7	hardcore_albattani
d33500f	2c3211b	f693ee9543497d51142c54b921cfa296	ecdf54af	Half-Orc	Outlander	2018-12-29T01:04:23Z	Fighter 17	Fighter	Champion	17	Great Weapon Master|Savage Attacker	174	16	20	12	18	12	13	10		Athletics|Insight|Perception|Survival|Intimidation	Greataxe|Longbow|Handaxe		Int	fighting style/Great Weapon Fighting*Archery	NA	NA		NA	NA	Half-Orc		Greataxe|Longbow|Handaxe	16-18	competent_hamilton
2d8580b	847fad2	886fb884f3adb36d68a3b2fe8c276730	afb4d501	Human	Urchin	2018-12-28T22:45:26Z	Monk 3	Monk	Way of the Open Hand	3		21	15	14	16	12	9	14	11		Acrobatics|Sleight of Hand|Stealth|Insight	Quarterstaff|Dart|Unarmed strike	Sanctuary DC14*0	Int		NA	NA		NA	NA	Human	*	Quarterstaff|Dart|Unarmed Strike	1-3	jovial_brown
4e655e3	7114a3d	41749b30fa2d2d51406245c1b471c64e	3b660732	Dragonborn	Noble	2018-12-28T19:52:18Z	Paladin 1	Paladin		1		9	16	17	9	9	10	14	15	lawful good	History|Religion|Medicine|Persuasion	Javelin		Cha		NA	NA	LG	NA	NA	Dragonborn		Javelin	1-3	hardcore_boyd
a16aff3	e75e627	d84a3e0d79f65934d44dd85752fba6c1	1ed7b2b9	Half-Elf	Outlander	2018-12-28T19:50:48Z	Sorcerer 6	Sorcerer	Wild Magic	6		34	12	10	10	12	15	15	16	Chaotic good	Athletics|Religion|Insight|Survival|Deception|Persuasion	Crossbow, light	Fire bolt*0|Shocking Grasp*0|Mage Hand*0|Mend*0|Ray Of Frost*0|Web (Once A Day)*0|Witch Bolt*1|Sleep*1|Chromatic Orb*1|Blindness/Deafness*2|Mirror Image*2|Haste*3|Fireball*3	Cha	metamagic/Twinned Spell*Empowered Spell	NA	NA	CG	NA	NA	Half-Elf	Fire Bolt*0|Shocking Grasp*0|Mage Hand*0|Mending*0|Ray of Frost*0|*|Witch Bolt*1|Sleep*1|Chromatic Orb*1|Blindness/Deafness*2|Mirror Image*2|Haste*3|Fireball*3	Crossbow, Light	4-7	focused_driscoll
e47e51d	00ef74d	e74a80200dccf7e6908193a1e9f84e81	0fb11706	Tortle	Sage	2018-12-28T19:30:47Z	Wizard 3	Wizard	School of Abjuration	3		17	17	10	14	12	15	14	10	chaotic neutral 	Arcana|History|Religion|Medicine|Survival	Quarterstaff|Claw	Toll the dead*0|Presti*0|Mage Hand*0|Absorb Elements*1|Shield*1|Magic Missile*1|Find Familiar*1|Chromatic Orb*1|Comp Languages*1|Detect Magic*1|Dragons Breath*2|Misty Step*2	Int		NA	NA	CN	NA	NA	Turtle	Toll the Dead*0|*|Mage Hand*0|Absorb Elements*1|Shield*1|Magic Missile*1|Find Familiar*1|Chromatic Orb*1|Comprehend Languages*1|Detect Magic*1|Dragon's Breath*2|Misty Step*2	Quarterstaff|	1-3	adoring_spence
31c8175		20574e04e1e668e6c94c50a95760a96f	80b283bc	Tabaxi	Criminal	2018-12-28T17:45:57Z	Rogue 3	Rogue	Arcane Trickster	3		27	14	10	16	13	12	10	15		Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Persuasion	Shortbow|Dagger|Rapier	Mage Hand*0|Booming Blade*0|Minor Illusion*0|Tasha's Hideous Laughter *1|Silent Image *1|Sleep*1	Int	expertise/Thieves' Tools*Perception	NA	NA		NA	NA	Tabaxi	Mage Hand*0|Booming Blade*0|Minor Illusion*0|Tasha's Hideous Laughter*1|Silent Image*1|Sleep*1	Shortbow|Dagger|Rapier	1-3	festive_stonebraker
7eee6ac	5ad6042	597aea6e00bbdd270b5ecb9944a20497	cf2c01be	High Elf	Entertainer	2018-12-28T16:00:36Z	Bard 3	Bard	College of Lore	3		16	14	10	17	8	14	11	16	Chaotic good	Acrobatics|Sleight of Hand|Investigation|Perception|Performance|Persuasion	Rapier|Dagger|Shortbow	Blade Ward*0|Mage Hand*0|Charm Person*1|Cure Wounds*1|Thunderwave*1|Sleep*1	Cha	expertise/Performance*Perception	NA	NA	CG	NA	NA	Elf	Blade Ward*0|Mage Hand*0|Charm Person*1|Cure Wounds*1|Thunderwave*1|Sleep*1	Rapier|Dagger|Shortbow	1-3	peaceful_mirzakhani
7eee6ac	5ad6042	efc8a7dcac5fc54eb85d9f7086a6afc1	cf2c01be	High Elf	Entertainer	2018-12-28T15:33:27Z	Bard 2	Bard		2		12	14	10	17	8	14	11	16	Chaotic good	Acrobatics|Perception|Performance	Rapier|Dagger|Shortbow	Blade Ward*0|Mage Hand*0|Charm Person*1|Cure Wounds*1|Thunderwave*1|Sleep*1	Cha		NA	NA	CG	NA	NA	Elf	Blade Ward*0|Mage Hand*0|Charm Person*1|Cure Wounds*1|Thunderwave*1|Sleep*1	Rapier|Dagger|Shortbow	1-3	peaceful_mirzakhani
8a75b11		6e3431dbef81324086d5bb6065be0853	b30a28bb	Dragonborn	Haunted One	2018-12-28T12:23:56Z	Monk 3	Monk	Way of Shadow	3		27	16	15	17	16	13	16	8		Acrobatics|Stealth|Investigation|Survival	Shortsword|Dart|Unarmed strike		Int		NA	NA		NA	NA	Dragonborn		Shortsword|Dart|Unarmed Strike	1-3	laughing_hertz
541f19c		c0ad68116b33d971167ba02c4f579bb7	2f64d7f1	Human	Far Traveler	2018-12-28T03:50:18Z	Artificer 3|Barbarian 1|Bard 1|Cleric 1|Druid 3|Fighter 1|Monk 1|Paladin 3|Ranger 1|Rogue 1|Sorcerer 1|Warlock 1|Wizard 1|Revised Ranger 1	Artificer|Barbarian|Bard|Cleric|Druid|Fighter|Monk|Paladin|Ranger|Rogue|Sorcerer|Warlock|Wizard|Revised Ranger	|||Arcana Domain|Circle of the Shepherd|||Oath of Ancients|||Draconic Bloodline|The Great Old One||	20		192	16	14	14	11	18	15	18		Sleight of Hand|Arcana|History|Nature|Insight|Perception|Survival|Deception|Intimidation|Persuasion	Light hammer|Handaxe|Crossbow, light	Identify*0|Detect Magic*0|Detect Magic*1|Magic Missile*1|Ensnaring Strike*1|Speak with Animals*1	Int	fighting style/Great Weapon Fighting*Defense|favored enemy/Humanoids|expertise/Persuasion*Deception	NA	NA		NA	NA	Human	*|*|Detect Magic*1|Magic Missile*1|Ensnaring Strike*1|Speak with Animals*1	Light hammer|Handaxe|Crossbow, Light	19-20	unruffled_payne
25fe60f	82a92dc	6b662e7d4be6ebe21fa9481694ba15b2	fa5d8c72	High Elf	Scholar	2018-12-27T20:03:32Z	Cleric 5|Wizard 2	Cleric|Wizard	Arcana Domain|School of Divination	7		59	14	8	16	12	16	16	8	Neutral Good	Arcana|History|Medicine|Perception|Persuasion	Mace|Crossbow, light	Fire Bolt*0|Guidance*0|Mage Hand*0|Mending*0|Message*0|Prestidigitation*0|Sacred Flame*0|Spare the Dying*0|Detect Magic*1|Magic Missile*1|Bane*1|Bless*1|Burning Hands*1|Cure Wounds*1|Feather Fall*1|Find Familiar (Ritual)*1|Fog Cloud*1|Guiding Bolt*1|Healing Word*1|Identify (Ritual)*1|Mage Armor*1|Shield*1|Magic Weapon*2|Arcanist's Magic Aura*2|Lesser Restoration*2|Spiritual Weapon*2|Zone of Truth*2|Hold Person*2|Dispel Magic*3|Magic Circle*3|Mass Healing Word*3|Spirit Guardians*3	Wis		NA	NA	NG	NA	NA	Elf	Fire Bolt*0|Guidance*0|Mage Hand*0|Mending*0|Message*0|Prestidigitation*0|Sacred Flame*0|Spare the Dying*0|Detect Magic*1|Magic Missile*1|Bane*1|Bless*1|Burning Hands*1|Cure Wounds*1|Feather Fall*1|Find Familiar*1|Fog Cloud*1|Guiding Bolt*1|Healing Word*1|Identify*1|Mage Armor*1|Shield*1|Magic Weapon*2|Nystul's Magic Aura*2|Lesser Restoration*2|Spiritual Weapon*2|Zone of Truth*2|Hold Person*2|Dispel Magic*3|Magic Circle*3|Mass Healing Word*3|Spirit Guardians*3	Mace|Crossbow, Light	4-7	quirky_yalow
cf8f226	82a92dc	aa22f040aac748606f0545d1301eb93d	fa5d8c72	High Elf	Scholar	2018-12-27T18:34:44Z	Cleric 5|Wizard 2	Cleric|Wizard	Arcana Domain|School of Divination	7		59	14	8	16	12	16	16	8	Neutral Good	Arcana|History|Medicine|Perception|Persuasion	Mace|Crossbow, light	Fire Bolt*0|Guidance*0|Mage Hand*0|Mending*0|Message*0|Prestidigitation*0|Sacred Flame*0|Spare the Dying*0|Detect Magic*1|Magic Missile*1|Bane*1|Bless*1|Burning Hands*1|Cure Wounds*1|Feather Fall*1|Find Familiar (Ritual)*1|Fog Cloud*1|Guiding Bolt*1|Healing Word*1|Identify (Ritual)*1|Mage Armor*1|Shield*1|Magic Weapon*2|Arcanist's Magic Aura*2|Lesser Restoration*2|Spiritual Weapon*2|Zone of Truth*2|Hold Person*2|Dispel Magic*3|Magic Circle*3|Mass Healing Word*3|Spirit Guardians*3	Wis		NA	NA	NG	NA	NA	Elf	Fire Bolt*0|Guidance*0|Mage Hand*0|Mending*0|Message*0|Prestidigitation*0|Sacred Flame*0|Spare the Dying*0|Detect Magic*1|Magic Missile*1|Bane*1|Bless*1|Burning Hands*1|Cure Wounds*1|Feather Fall*1|Find Familiar*1|Fog Cloud*1|Guiding Bolt*1|Healing Word*1|Identify*1|Mage Armor*1|Shield*1|Magic Weapon*2|Nystul's Magic Aura*2|Lesser Restoration*2|Spiritual Weapon*2|Zone of Truth*2|Hold Person*2|Dispel Magic*3|Magic Circle*3|Mass Healing Word*3|Spirit Guardians*3	Mace|Crossbow, Light	4-7	quirky_yalow
6f74abe	2c3211b	d4080d72af4c707cbf590bcba1701092	079b0395	Elephantine	Guild Member - Harmony	2018-12-27T12:37:20Z	Cleric 1	Cleric	Life Domain	1		13	19	12	12	20	12	15	10		History|Nature|Medicine|Persuasion	Mace|Crossbow, light	Bless*1|Cure Wounds*1	Wis		NA	NA		NA	NA	Loxodon	Bless*1|Cure Wounds*1	Mace|Crossbow, Light	1-3	hungry_brown
6ea83a6	637ca71	f93bbcc8ea95a2b0e8014d336ff1939c	b84f9625	Half-Orc	Criminal	2018-12-27T11:49:07Z	Fighter 1	Fighter		1		12	16	17	10	15	10	11	12		Stealth|Perception|Survival|Deception|Intimidation	Maul|Whip|Handaxe		Int	fighting style/Great Weapon Fighting	NA	NA		NA	NA	Half-Orc		Maul|Whip|Handaxe	1-3	nifty_fermat
e93e897		d4cbbf7262ec786f4c6a000c929199f1	4f2c0dff	Human	Knight	2018-12-26T20:15:06Z	Fighter 1|Wizard 1	Fighter|Wizard	|	2	War Caster	21	19	16	11	16	14	10	10	CG	Athletics|Arcana|Medicine|Perception|Persuasion	Longsword|Handaxe	Light*0|Green Flame Blade*0|Prestedigitation*0|Sleep*1|Shield *1|Absorb Element *1|Cause Fear*1|Find Familiar*1|Identify *1	Int	fighting style/Defense	NA	NA	CG	NA	NA	Human	Light*0|Green-Flame Blade*0|Prestidigitation*0|Sleep*1|Shield*1|Absorb Elements*1|Cause Fear*1|Find Familiar*1|Identify*1	Longsword|Handaxe	1-3	confident_noether
1990b08	2c3211b	bead7f985e64a707714875f2740b231f	456d3f4a	Orc	Rakdos	2018-12-26T19:23:59Z	Sorcerer 1	Sorcerer	Wild Magic	1		9	11	13	13	17	12	13	18	chaotic evil	Acrobatics|Deception|Intimidation|Performance|Persuasion		Shocking Grasp*0|Firebolt*0|Acid Spray*0|Frostbite*0|Chromatic Orb*1|Magic Missle*1	Cha		NA	NA	CE	NA	NA	Orc	Shocking Grasp*0|Fire Bolt*0|Acid Splash*0|Frostbite*0|Chromatic Orb*1|Magic Missile*1		1-3	relaxed_gates
17f3247	1d805b6	b5283298280470fe39d02c5dd50e04a4	0bc7a8c4	Human	Guild Artisan	2018-12-26T06:30:46Z	Paladin 8	Paladin	Oath of Devotion	8	Lucky	96	16	17	9	14	8	9	17		Athletics|Insight|Medicine|Perception|Persuasion	Battleaxe|Greatsword|Javelin	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2	Cha	fighting style/Great Weapon Fighting	NA	NA		NA	NA	Human	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2	Battleaxe|Greatsword|Javelin	8-11	sleepy_ride
	82268d2	722d3d2011707fde12e63f81367d9b13	b02012c8	Hill Dwarf	Acolyte	2018-12-26T02:59:47Z	Cleric 2	Cleric	Life Domain	2		17	18	10	10	13	14	16	7	Lawful Good	History|Religion|Insight|Medicine	Warhammer|Crossbow, light	Bless*1|Cure Wounds*1	Wis		Canada	CA	LG	NA	NA	Dwarf	Bless*1|Cure Wounds*1	Warhammer|Crossbow, Light	1-3	flamboyant_mcclintock
